tweet_id,text
395,Worst experience ever.
396,Fantastic quality and service.
397,I regret trying this.
398,Loved every second of it.
399,Mediocre at best.
400,Really disappointed.
401,Would not recommend.
402,Total waste of money.
403,Impressive! 👏
404,Terrible service and rude staff.
405,Total waste of money.
406,Highly recommend it to everyone!
407,"It was okay, I guess."
408,So happy with this purchase!
409,Really disappointed.
410,Just fine.
411,Nothing special.
412,Absolutely love this!
413,Impressive! 👏
414,I regret trying this.
415,Mediocre at best.
416,Pretty standard stuff.
417,Just fine.
418,"It was okay, I guess."
419,So happy with this purchase!
420,Impressive! 👏
421,"It was okay, I guess."
422,Worst experience ever.
423,I hate this so much...
424,A wonderful experience overall.
425,"So bad, avoid at all costs."
426,What an amazing experience 😍
427,Impressive! 👏
428,Average experience.
429,Would not recommend.
430,I hate this so much...
431,Highly recommend it to everyone!
432,Highly recommend it to everyone!
433,"It worked, nothing more."
434,I hate this so much...
435,The best I've ever used!
436,"So bad, avoid at all costs."
437,Nothing special.
438,"So bad, avoid at all costs."
439,A wonderful experience overall.
440,Fantastic quality and service.
441,Impressive! 👏
442,Worst experience ever.
443,Terrible service and rude staff.
444,I hate this so much...
445,"It was okay, I guess."
446,Absolutely love this!
447,Not what I expected at all.
448,Worst experience ever.
449,Impressive! 👏
450,I regret trying this.
451,The best I've ever used!
452,Absolutely love this!
453,Mediocre at best.
454,Would not recommend.
455,Total waste of money.
456,What an amazing experience 😍
457,Pretty standard stuff.
458,A wonderful experience overall.
459,I hate this so much...
460,A wonderful experience overall.
461,Neither good nor bad.
462,Not what I expected at all.
463,"So bad, avoid at all costs."
464,Pretty standard stuff.
465,"So bad, avoid at all costs."
466,Nothing special.
467,Average experience.
468,Nothing special.
469,Neither good nor bad.
470,Neither good nor bad.
471,"So bad, avoid at all costs."
472,Mediocre at best.
473,So happy with this purchase!
474,Fantastic quality and service.
475,Neither good nor bad.
476,Terrible service and rude staff.
477,"It worked, nothing more."
478,I regret trying this.
479,Mediocre at best.
480,Not what I expected at all.
481,Terrible service and rude staff.
482,Total waste of money.
483,Extremely frustrating.
484,"So bad, avoid at all costs."
485,I hate this so much...
486,Neither good nor bad.
487,The best I've ever used!
488,Average experience.
489,Not much to say about it.
490,Impressive! 👏
491,Loved every second of it.
492,A wonderful experience overall.
493,"It was okay, I guess."
494,Not what I expected at all.
495,Highly recommend it to everyone!
496,A wonderful experience overall.
497,I hate this so much...
498,A wonderful experience overall.
499,Just fine.
500,Loved every second of it.
501,Just fine.
502,Total waste of money.
503,I regret trying this.
504,Fantastic quality and service.
505,Extremely frustrating.
506,A wonderful experience overall.
507,"It was okay, I guess."
508,Really disappointed.
509,So happy with this purchase!
510,Average experience.
511,I hate this so much...
512,I hate this so much...
513,Neither good nor bad.
514,Total waste of money.
515,Terrible service and rude staff.
516,Total waste of money.
517,Fantastic quality and service.
518,Nothing special.
519,Would not recommend.
520,Terrible service and rude staff.
521,Not what I expected at all.
522,Just fine.
523,I hate this so much...
524,Not what I expected at all.
525,Absolutely love this!
526,So happy with this purchase!
527,Terrible service and rude staff.
528,Loved every second of it.
529,"So bad, avoid at all costs."
530,Pretty standard stuff.
531,Total waste of money.
532,Pretty standard stuff.
533,I hate this so much...
534,Loved every second of it.
535,Pretty standard stuff.
536,Mediocre at best.
537,Extremely frustrating.
538,Average experience.
539,Neither good nor bad.
540,Impressive! 👏
541,Terrible service and rude staff.
542,Loved every second of it.
543,Neither good nor bad.
544,The best I've ever used!
545,Worst experience ever.
546,Neither good nor bad.
547,Not much to say about it.
548,Just fine.
549,"It worked, nothing more."
550,Nothing special.
551,Absolutely love this!
552,Neither good nor bad.
553,Just fine.
554,Terrible service and rude staff.
555,Total waste of money.
556,Nothing special.
557,Worst experience ever.
558,Totally worth it!
559,Pretty standard stuff.
560,Total waste of money.
561,Neither good nor bad.
562,Just fine.
563,Pretty standard stuff.
564,Terrible service and rude staff.
565,The best I've ever used!
566,Highly recommend it to everyone!
567,Total waste of money.
568,Not what I expected at all.
569,The best I've ever used!
570,"So bad, avoid at all costs."
571,Just fine.
572,It does the job.
573,Loved every second of it.
574,Terrible service and rude staff.
575,Highly recommend it to everyone!
576,"So bad, avoid at all costs."
577,Extremely frustrating.
578,Would not recommend.
579,Absolutely love this!
580,Totally worth it!
581,I hate this so much...
582,Totally worth it!
583,Loved every second of it.
584,Really disappointed.
585,"So bad, avoid at all costs."
586,So happy with this purchase!
587,I regret trying this.
588,Not what I expected at all.
589,Impressive! 👏
590,Fantastic quality and service.
591,So happy with this purchase!
592,Not much to say about it.
593,Not what I expected at all.
594,Total waste of money.
595,"It worked, nothing more."
596,A wonderful experience overall.
597,Terrible service and rude staff.
598,The best I've ever used!
599,Impressive! 👏
600,Nothing special.
601,Terrible service and rude staff.
602,Absolutely love this!
603,I hate this so much...
604,A wonderful experience overall.
605,Totally worth it!
606,Mediocre at best.
607,Highly recommend it to everyone!
608,Absolutely love this!
609,Fantastic quality and service.
610,Would not recommend.
611,I regret trying this.
612,"It was okay, I guess."
613,Total waste of money.
614,I hate this so much...
615,I hate this so much...
616,Not much to say about it.
617,It does the job.
618,Impressive! 👏
619,Loved every second of it.
620,Loved every second of it.
621,Really disappointed.
622,The best I've ever used!
623,Really disappointed.
624,Nothing special.
625,Terrible service and rude staff.
626,Terrible service and rude staff.
627,Really disappointed.
628,Nothing special.
629,The best I've ever used!
630,Just fine.
631,Just fine.
632,Worst experience ever.
633,Mediocre at best.
634,Terrible service and rude staff.
635,The best I've ever used!
636,Worst experience ever.
637,I hate this so much...
638,I hate this so much...
639,Not much to say about it.
640,Highly recommend it to everyone!
641,Mediocre at best.
642,Really disappointed.
643,Total waste of money.
644,Fantastic quality and service.
645,A wonderful experience overall.
646,Pretty standard stuff.
647,Not much to say about it.
648,Mediocre at best.
649,Totally worth it!
650,So happy with this purchase!
651,Extremely frustrating.
652,I hate this so much...
653,Total waste of money.
654,I hate this so much...
655,Totally worth it!
656,Impressive! 👏
657,Pretty standard stuff.
658,Really disappointed.
659,Terrible service and rude staff.
660,Neither good nor bad.
661,Worst experience ever.
662,It does the job.
663,It does the job.
664,"So bad, avoid at all costs."
665,Nothing special.
666,"So bad, avoid at all costs."
667,"So bad, avoid at all costs."
668,Really disappointed.
669,Not much to say about it.
670,Fantastic quality and service.
671,Would not recommend.
672,Just fine.
673,Fantastic quality and service.
674,"It was okay, I guess."
675,Nothing special.
676,Nothing special.
677,Not much to say about it.
678,Impressive! 👏
679,Absolutely love this!
680,Fantastic quality and service.
681,Impressive! 👏
682,A wonderful experience overall.
683,It does the job.
684,Not much to say about it.
685,A wonderful experience overall.
686,Fantastic quality and service.
687,What an amazing experience 😍
688,Not much to say about it.
689,Just fine.
690,So happy with this purchase!
691,Really disappointed.
692,Would not recommend.
693,Neither good nor bad.
694,I hate this so much...
695,The best I've ever used!
696,Loved every second of it.
697,Extremely frustrating.
698,Worst experience ever.
699,"It was okay, I guess."
700,Nothing special.
701,Extremely frustrating.
702,Highly recommend it to everyone!
703,Terrible service and rude staff.
704,What an amazing experience 😍
705,"It worked, nothing more."
706,The best I've ever used!
707,Totally worth it!
708,Nothing special.
709,Highly recommend it to everyone!
710,Loved every second of it.
711,"It was okay, I guess."
712,Mediocre at best.
713,Would not recommend.
714,"It worked, nothing more."
715,"So bad, avoid at all costs."
716,Terrible service and rude staff.
717,Loved every second of it.
718,"So bad, avoid at all costs."
719,Extremely frustrating.
720,What an amazing experience 😍
721,Worst experience ever.
722,Total waste of money.
723,Would not recommend.
724,Average experience.
725,Nothing special.
726,"So bad, avoid at all costs."
727,A wonderful experience overall.
728,Pretty standard stuff.
729,Highly recommend it to everyone!
730,Neither good nor bad.
731,Terrible service and rude staff.
732,Not what I expected at all.
733,"It worked, nothing more."
734,Totally worth it!
735,"It was okay, I guess."
736,What an amazing experience 😍
737,Worst experience ever.
738,Loved every second of it.
739,Really disappointed.
740,Mediocre at best.
741,It does the job.
742,I regret trying this.
743,"It worked, nothing more."
744,Nothing special.
745,Average experience.
746,Totally worth it!
747,Absolutely love this!
748,Neither good nor bad.
749,Extremely frustrating.
750,Neither good nor bad.
751,Would not recommend.
752,Terrible service and rude staff.
753,So happy with this purchase!
754,Not what I expected at all.
755,Would not recommend.
756,Mediocre at best.
757,Impressive! 👏
758,A wonderful experience overall.
759,What an amazing experience 😍
760,Average experience.
761,"So bad, avoid at all costs."
762,Just fine.
763,Impressive! 👏
764,Total waste of money.
765,It does the job.
766,Mediocre at best.
767,Fantastic quality and service.
768,Highly recommend it to everyone!
769,Terrible service and rude staff.
770,Just fine.
771,Not what I expected at all.
772,Total waste of money.
773,Absolutely love this!
774,Neither good nor bad.
775,It does the job.
776,Highly recommend it to everyone!
777,It does the job.
778,Impressive! 👏
779,Highly recommend it to everyone!
780,It does the job.
781,"It worked, nothing more."
782,Fantastic quality and service.
783,So happy with this purchase!
784,Really disappointed.
785,Total waste of money.
786,Loved every second of it.
787,The best I've ever used!
788,A wonderful experience overall.
789,Worst experience ever.
790,Average experience.
791,Nothing special.
792,The best I've ever used!
793,Mediocre at best.
794,Loved every second of it.
795,Fantastic quality and service.
796,Just fine.
797,Pretty standard stuff.
798,"So bad, avoid at all costs."
799,A wonderful experience overall.
800,Total waste of money.
801,The best I've ever used!
802,Highly recommend it to everyone!
803,Terrible service and rude staff.
804,Absolutely love this!
805,"It worked, nothing more."
806,Average experience.
807,I regret trying this.
808,What an amazing experience 😍
809,Really disappointed.
810,Absolutely love this!
811,Nothing special.
812,Mediocre at best.
813,A wonderful experience overall.
814,Just fine.
815,Worst experience ever.
816,Highly recommend it to everyone!
817,Impressive! 👏
818,Average experience.
819,Absolutely love this!
820,"So bad, avoid at all costs."
821,"It worked, nothing more."
822,Not what I expected at all.
823,Not much to say about it.
824,A wonderful experience overall.
825,Nothing special.
826,"It was okay, I guess."
827,"So bad, avoid at all costs."
828,Mediocre at best.
829,Impressive! 👏
830,Nothing special.
831,A wonderful experience overall.
832,"It was okay, I guess."
833,I hate this so much...
834,"It worked, nothing more."
835,It does the job.
836,"It was okay, I guess."
837,Fantastic quality and service.
838,Average experience.
839,Just fine.
840,Just fine.
841,Totally worth it!
842,Absolutely love this!
843,Neither good nor bad.
844,So happy with this purchase!
845,Totally worth it!
846,Loved every second of it.
847,Would not recommend.
848,Highly recommend it to everyone!
849,Terrible service and rude staff.
850,A wonderful experience overall.
851,Nothing special.
852,The best I've ever used!
853,Just fine.
854,What an amazing experience 😍
855,Fantastic quality and service.
856,Fantastic quality and service.
857,Mediocre at best.
858,Fantastic quality and service.
859,I hate this so much...
860,Absolutely love this!
861,What an amazing experience 😍
862,Just fine.
863,Not what I expected at all.
864,Nothing special.
865,Not much to say about it.
866,Would not recommend.
867,A wonderful experience overall.
868,Loved every second of it.
869,Not much to say about it.
870,So happy with this purchase!
871,Absolutely love this!
872,The best I've ever used!
873,I regret trying this.
874,Absolutely love this!
875,Not much to say about it.
876,Nothing special.
877,Mediocre at best.
878,Really disappointed.
879,Terrible service and rude staff.
880,A wonderful experience overall.
881,Average experience.
882,"So bad, avoid at all costs."
883,Not what I expected at all.
884,Absolutely love this!
885,I hate this so much...
886,Pretty standard stuff.
887,Just fine.
888,"So bad, avoid at all costs."
889,Loved every second of it.
890,"So bad, avoid at all costs."
891,I hate this so much...
892,A wonderful experience overall.
893,I hate this so much...
894,Impressive! 👏
895,Average experience.
896,Loved every second of it.
897,A wonderful experience overall.
898,Extremely frustrating.
899,Absolutely love this!
900,Totally worth it!
901,"It worked, nothing more."
902,Absolutely love this!
903,Just fine.
904,Fantastic quality and service.
905,Impressive! 👏
906,Highly recommend it to everyone!
907,Pretty standard stuff.
908,Highly recommend it to everyone!
909,"It worked, nothing more."
910,A wonderful experience overall.
911,Would not recommend.
912,It does the job.
913,Loved every second of it.
914,Total waste of money.
915,"It was okay, I guess."
916,Highly recommend it to everyone!
917,Nothing special.
918,Extremely frustrating.
919,The best I've ever used!
920,Total waste of money.
921,Average experience.
922,"It worked, nothing more."
923,Mediocre at best.
924,So happy with this purchase!
925,Really disappointed.
926,Total waste of money.
927,A wonderful experience overall.
928,It does the job.
929,Highly recommend it to everyone!
930,Totally worth it!
931,Fantastic quality and service.
932,The best I've ever used!
933,Impressive! 👏
934,Not what I expected at all.
935,Not what I expected at all.
936,The best I've ever used!
937,The best I've ever used!
938,Extremely frustrating.
939,So happy with this purchase!
940,"It worked, nothing more."
941,A wonderful experience overall.
942,It does the job.
943,The best I've ever used!
944,Really disappointed.
945,Loved every second of it.
946,Absolutely love this!
947,"So bad, avoid at all costs."
948,Loved every second of it.
949,Really disappointed.
950,Pretty standard stuff.
951,Average experience.
952,Not much to say about it.
953,Would not recommend.
954,Impressive! 👏
955,Not what I expected at all.
956,Fantastic quality and service.
957,Absolutely love this!
958,Fantastic quality and service.
959,Total waste of money.
960,"It worked, nothing more."
961,Loved every second of it.
962,Loved every second of it.
963,Highly recommend it to everyone!
964,I regret trying this.
965,Terrible service and rude staff.
966,"So bad, avoid at all costs."
967,So happy with this purchase!
968,So happy with this purchase!
969,Neither good nor bad.
970,"It worked, nothing more."
971,I hate this so much...
972,The best I've ever used!
973,Not much to say about it.
974,Pretty standard stuff.
975,Highly recommend it to everyone!
976,"So bad, avoid at all costs."
977,Terrible service and rude staff.
978,Terrible service and rude staff.
979,Highly recommend it to everyone!
980,"So bad, avoid at all costs."
981,Really disappointed.
982,"It worked, nothing more."
983,Total waste of money.
984,Nothing special.
985,Terrible service and rude staff.
986,Pretty standard stuff.
987,I regret trying this.
988,Impressive! 👏
989,What an amazing experience 😍
990,"It worked, nothing more."
991,Totally worth it!
992,So happy with this purchase!
993,Not much to say about it.
994,Neither good nor bad.
995,"So bad, avoid at all costs."
996,Would not recommend.
997,Just fine.
998,Average experience.
999,Nothing special.
1000,So happy with this purchase!
1001,Really disappointed.
1002,Totally worth it!
1003,Absolutely love this!
1004,Just fine.
1005,Highly recommend it to everyone!
1006,Not what I expected at all.
1007,I regret trying this.
1008,Highly recommend it to everyone!
1009,Nothing special.
1010,A wonderful experience overall.
1011,Average experience.
1012,Average experience.
1013,Nothing special.
1014,Impressive! 👏
1015,"It worked, nothing more."
1016,"It was okay, I guess."
1017,Worst experience ever.
1018,"It was okay, I guess."
1019,I hate this so much...
1020,What an amazing experience 😍
1021,Not much to say about it.
1022,Loved every second of it.
1023,What an amazing experience 😍
1024,What an amazing experience 😍
1025,I regret trying this.
1026,Nothing special.
1027,Neither good nor bad.
1028,So happy with this purchase!
1029,Highly recommend it to everyone!
1030,Average experience.
1031,I regret trying this.
1032,Worst experience ever.
1033,Fantastic quality and service.
1034,Not what I expected at all.
1035,Pretty standard stuff.
1036,Impressive! 👏
1037,Totally worth it!
1038,Absolutely love this!
1039,"So bad, avoid at all costs."
1040,Total waste of money.
1041,Not much to say about it.
1042,A wonderful experience overall.
1043,Loved every second of it.
1044,Mediocre at best.
1045,I hate this so much...
1046,Mediocre at best.
1047,I hate this so much...
1048,Worst experience ever.
1049,Totally worth it!
1050,Average experience.
1051,It does the job.
1052,"It worked, nothing more."
1053,Really disappointed.
1054,Not what I expected at all.
1055,Extremely frustrating.
1056,"It was okay, I guess."
1057,"So bad, avoid at all costs."
1058,Loved every second of it.
1059,Loved every second of it.
1060,Nothing special.
1061,"It worked, nothing more."
1062,I hate this so much...
1063,Mediocre at best.
1064,Pretty standard stuff.
1065,Nothing special.
1066,Nothing special.
1067,It does the job.
1068,So happy with this purchase!
1069,Worst experience ever.
1070,Terrible service and rude staff.
1071,It does the job.
1072,Neither good nor bad.
1073,Average experience.
1074,Pretty standard stuff.
1075,Not much to say about it.
1076,I hate this so much...
1077,What an amazing experience 😍
1078,I regret trying this.
1079,A wonderful experience overall.
1080,The best I've ever used!
1081,Pretty standard stuff.
1082,Mediocre at best.
1083,Nothing special.
1084,"It was okay, I guess."
1085,Not what I expected at all.
1086,Not much to say about it.
1087,The best I've ever used!
1088,What an amazing experience 😍
1089,"So bad, avoid at all costs."
1090,It does the job.
1091,Terrible service and rude staff.
1092,The best I've ever used!
1093,Neither good nor bad.
1094,The best I've ever used!
1095,Highly recommend it to everyone!
1096,Worst experience ever.
1097,Loved every second of it.
1098,What an amazing experience 😍
1099,Pretty standard stuff.
1100,Fantastic quality and service.
1101,Pretty standard stuff.
1102,Worst experience ever.
1103,So happy with this purchase!
1104,"It worked, nothing more."
1105,Mediocre at best.
1106,Average experience.
1107,Pretty standard stuff.
1108,"So bad, avoid at all costs."
1109,Neither good nor bad.
1110,Just fine.
1111,Really disappointed.
1112,Totally worth it!
1113,I regret trying this.
1114,"So bad, avoid at all costs."
1115,Really disappointed.
1116,"It worked, nothing more."
1117,Really disappointed.
1118,Impressive! 👏
1119,Mediocre at best.
1120,The best I've ever used!
1121,Totally worth it!
1122,Really disappointed.
1123,"It was okay, I guess."
1124,Would not recommend.
1125,Mediocre at best.
1126,Highly recommend it to everyone!
1127,What an amazing experience 😍
1128,What an amazing experience 😍
1129,Average experience.
1130,I regret trying this.
1131,Mediocre at best.
1132,Neither good nor bad.
1133,Worst experience ever.
1134,Loved every second of it.
1135,Just fine.
1136,"It was okay, I guess."
1137,Terrible service and rude staff.
1138,"It worked, nothing more."
1139,"It worked, nothing more."
1140,A wonderful experience overall.
1141,Highly recommend it to everyone!
1142,Terrible service and rude staff.
1143,A wonderful experience overall.
1144,Average experience.
1145,I hate this so much...
1146,Total waste of money.
1147,Not much to say about it.
1148,I hate this so much...
1149,Extremely frustrating.
1150,"It worked, nothing more."
1151,Impressive! 👏
1152,Absolutely love this!
1153,Not much to say about it.
1154,Not what I expected at all.
1155,Highly recommend it to everyone!
1156,Extremely frustrating.
1157,"So bad, avoid at all costs."
1158,Extremely frustrating.
1159,Really disappointed.
1160,Just fine.
1161,Totally worth it!
1162,Terrible service and rude staff.
1163,So happy with this purchase!
1164,Just fine.
1165,Not much to say about it.
1166,It does the job.
1167,Really disappointed.
1168,A wonderful experience overall.
1169,What an amazing experience 😍
1170,"It was okay, I guess."
1171,Neither good nor bad.
1172,Really disappointed.
1173,Not much to say about it.
1174,Not much to say about it.
1175,I regret trying this.
1176,The best I've ever used!
1177,Worst experience ever.
1178,"So bad, avoid at all costs."
1179,I hate this so much...
1180,It does the job.
1181,Impressive! 👏
1182,Terrible service and rude staff.
1183,Average experience.
1184,So happy with this purchase!
1185,Totally worth it!
1186,Loved every second of it.
1187,Impressive! 👏
1188,Neither good nor bad.
1189,Not much to say about it.
1190,I hate this so much...
1191,So happy with this purchase!
1192,Loved every second of it.
1193,Highly recommend it to everyone!
1194,A wonderful experience overall.
1195,"It was okay, I guess."
1196,Loved every second of it.
1197,Total waste of money.
1198,Pretty standard stuff.
1199,Impressive! 👏
1200,Not much to say about it.
1201,Just fine.
1202,Terrible service and rude staff.
1203,Would not recommend.
1204,Neither good nor bad.
1205,Absolutely love this!
1206,Neither good nor bad.
1207,Neither good nor bad.
